[04-07 16:04:32.112]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:05:02.129]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:05:32.155]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 166
[04-07 16:05:32.155]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:06:02.176]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 170
[04-07 16:06:02.176]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:06:32.230]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 174
[04-07 16:06:32.234]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:07:02.245]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 179
[04-07 16:07:02.245]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:07:32.276]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 184
[04-07 16:07:32.276]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:08:02.322]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 189
[04-07 16:08:02.322]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:08:32.321]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 199
[04-07 16:08:32.321]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:09:02.327]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 205
[04-07 16:09:02.327]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:09:32.320]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 190
[04-07 16:09:32.320]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:10:25.067]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:10:55.118]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 166
[04-07 16:10:55.118]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
[04-07 16:11:25.127]...garner(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 172
[04-07 16:11:25.127]...Hellchapter(1)expend = 0 ms, WeatherRun = 0, CharacterRun = 0, StateRun = 0, ActiveMgrUnitNum = 0
